sector,category,activity_id,name,activity_unit,kgCO2e-AR5,kgCO2e-AR4,kgCO2,kgCH4,kgN2O,kgCO2e-OtherGHGs-AR5,kgCO2e-OtherGHGs-AR4,uncertainty,scope,lca_activity,source,year_released,years_valid,years_calculated_from,region,data_quality,contributor,date_accessed,description,source_link
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_meat_animals_not_elsewhere_specified,Meat animals (not elsewhere specified),EUR,4.6024,4.4343,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: meat animals (not specified in other EXIOBASE emission factors). Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_meat_animals_not_elsewhere_specified,Meat animals (not elsewhere specified),EUR,143.174,144.8726,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: meat animals (not specified in other EXIOBASE emission factors). Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade. WARNING: This factor differs substantially from similar data points and could be erroneous. It is included to retain consistency with the source.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_pigs,Pigs,EUR,1.0677,1.0745,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: pigs. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_pigs,Pigs,EUR,0.9017,0.9066,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: pigs. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_pigs,Pigs,EUR,0.6057,0.6083,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: pigs. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_poultry,Poultry,EUR,0.666,0.708,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: poultry. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_poultry,Poultry,EUR,0.8361,0.8739,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: poultry. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_poultry,Poultry,EUR,0.9204,0.9482,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: poultry. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_poultry_farms,Poultry farms,USD,,1.202,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: poultry farms. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_raw_milk,Raw milk,EUR,2.3506,2.2181,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: raw milk. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_raw_milk,Raw milk,EUR,2.5199,2.398,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: raw milk. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_raw_milk,Raw milk,EUR,2.326,2.1943,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: raw milk. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_wool_silkworm_cocoons,Wool/silkworm cocoons,EUR,0.2991,0.2958,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: wool/silkworm cocoons. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_wool_silkworm_cocoons,Wool/silkworm cocoons,EUR,66.7236,66.6163,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: wool/silkworm cocoons. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade. WARNING: This factor differs substantially from similar data points and could be erroneous. It is included to retain consistency with the source.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Livestock Farming,livestock_farming-type_wool_silkworm_cocoons,Wool/silkworm cocoons,EUR,1.454,1.4564,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: wool/silkworm cocoons. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Timber and Forestry Products,timber_forestry-type_products_of_forestry_logging_related_services,Products of forestry/logging and related services,EUR,0.2608,0.2564,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: products of forestry/logging and related services. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Timber and Forestry Products,timber_forestry-type_products_of_forestry_logging_related_services,Products of forestry/logging and related services,EUR,0.5942,0.5914,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: products of forestry/logging and related services. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Agriculture/Hunting/Forestry/Fishing,Timber and Forestry Products,timber_forestry-type_products_of_forestry_logging_related_services,Products of forestry/logging and related services,EUR,0.11,0.1104,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: products of forestry/logging and related services. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
